"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 1",2,2,8,12,14,"__amd_rocclr_fillBufferAligned",12,123726100332162,123726100530843,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,43,14,"__amd_rocclr_fillBufferAligned",43,123726103773220,123726103892741,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,8,14,"__amd_rocclr_fillBufferAligned",8,123726099888119,123726100085480,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,38,14,"__amd_rocclr_fillBufferAligned",38,123726103424698,123726103545339,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,33,14,"__amd_rocclr_fillBufferAligned",33,123726102663454,123726102862015,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,28,14,"__amd_rocclr_fillBufferAligned",28,123726102108251,123726102211372,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,18,14,"__amd_rocclr_fillBufferAligned",18,123726101095086,123726101103086,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,9,14,"__amd_rocclr_fillBufferAligned",9,123726100095480,123726100104160,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,14,14,"__amd_rocclr_fillBufferAligned",14,123726100554323,123726100656163,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,19,14,"__amd_rocclr_fillBufferAligned",19,123726101108286,123726101306847,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,29,14,"__amd_rocclr_fillBufferAligned",29,123726102221212,123726102419573,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,34,14,"__amd_rocclr_fillBufferAligned",34,123726102871935,123726102880655,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,39,14,"__amd_rocclr_fillBufferAligned",39,123726103554739,123726103560059,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,44,14,"__amd_rocclr_fillBufferAligned",44,123726103901981,123726103907661,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,49,14,"__amd_rocclr_fillBufferAligned",49,123726104191622,123726104255623,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,5,14,"__amd_rocclr_fillBufferAligned",5,123726099030195,123726099747598,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,10,14,"__amd_rocclr_fillBufferAligned",10,123726100109880,123726100309121,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,15,14,"__amd_rocclr_fillBufferAligned",15,123726100666043,123726100863444,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,20,14,"__amd_rocclr_fillBufferAligned",20,123726101316767,123726101325607,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,25,14,"__amd_rocclr_fillBufferAligned",25,123726101871250,123726101880450,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,30,14,"__amd_rocclr_fillBufferAligned",30,123726102429493,123726102437413,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,35,14,"__amd_rocclr_fillBufferAligned",35,123726102885815,123726103009376,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,40,14,"__amd_rocclr_fillBufferAligned",40,123726103564739,123726103685140,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,45,14,"__amd_rocclr_fillBufferAligned",45,123726103912341,123726104033261,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,50,14,"__amd_rocclr_fillBufferAligned",50,123726104260583,123726104380463,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,13,14,"__amd_rocclr_fillBufferAligned",13,123726100540683,123726100549163,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,11,14,"__amd_rocclr_fillBufferAligned",11,123726100318962,123726100327002,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,16,14,"__amd_rocclr_fillBufferAligned",16,123726100873324,123726100881365,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,21,14,"__amd_rocclr_fillBufferAligned",21,123726101330767,123726101432967,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,26,14,"__amd_rocclr_fillBufferAligned",26,123726101885650,123726102085171,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,31,14,"__amd_rocclr_fillBufferAligned",31,123726102442573,123726102640294,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,41,14,"__amd_rocclr_fillBufferAligned",41,123726103694420,123726103700100,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,46,14,"__amd_rocclr_fillBufferAligned",46,123726104042501,123726104047781,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,51,14,"__amd_rocclr_fillBufferAligned",51,123726104390303,123726104395663,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,54,14,"__amd_rocclr_fillBufferAligned",54,123726104540344,123726104660705,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,55,14,"__amd_rocclr_fillBufferAligned",55,123726104670425,123726104675705,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,8,56,14,"__amd_rocclr_fillBufferAligned",56,123726104680465,123726104767145,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,57,5,"__amd_rocclr_copyBuffer",57,123726156941194,123726156951834,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,58,14,"__amd_rocclr_fillBufferAligned",58,123726156955275,123726156958115,0,0,16,0,128,256,1,1,256,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,59,19,"void vt::rocm::(anonymous namespace)::EmbeddingKernel<__hip_bfloat16, __hip_bfloat16, int>(__hip_bfloat16*, __hip_bfloat16 const*, int const*, long, long, long, vt::rocm::(anonymous namespace)::EmbeddingErr*)",59,123726158688764,123726158694724,0,0,16,0,128,256,1,1,279040,1,1
"KERNEL_DISPATCH","Agent 1",3,0,20,60,5,"__amd_rocclr_copyBuffer",60,123726168301401,123726168305521,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,61,5,"__amd_rocclr_copyBuffer",61,123726168373471,123726168376471,0,0,16,0,128,512,1,1,24576,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,62,14,"__amd_rocclr_fillBufferAligned",62,123726168381191,123726168384871,0,0,16,0,128,256,1,1,12288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,63,5,"__amd_rocclr_copyBuffer",63,123726168388271,123726168391391,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,64,5,"__amd_rocclr_copyBuffer",64,123726168394871,123726168397591,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,65,5,"__amd_rocclr_copyBuffer",65,123726168401151,123726168403431,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,66,5,"__amd_rocclr_copyBuffer",66,123726168406831,123726168409231,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,67,5,"__amd_rocclr_copyBuffer",67,123726168412671,123726168415791,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,68,5,"__amd_rocclr_copyBuffer",68,123726168435631,123726168438391,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,69,5,"__amd_rocclr_copyBuffer",69,123726168442191,123726168445071,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,70,5,"__amd_rocclr_copyBuffer",70,123726168448511,123726168450711,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,71,5,"__amd_rocclr_copyBuffer",71,123726168454151,123726168456831,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,72,5,"__amd_rocclr_copyBuffer",72,123726168460231,123726168462951,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,73,5,"__amd_rocclr_copyBuffer",73,123726168466351,123726168468671,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,74,5,"__amd_rocclr_copyBuffer",74,123726168472111,123726168474671,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,75,5,"__amd_rocclr_copyBuffer",75,123726168478591,123726168481231,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,76,58,"void vt::rocm::(anonymous namespace)::RopeCacheK<int>(float*, int const*, long, int, long, double, double, double, double, double)",76,123726174614034,123726174627714,0,0,48,0,128,256,1,1,3584,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,77,5,"__amd_rocclr_copyBuffer",77,123726174632634,123726174636314,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,78,97,"void vt::rocm::(anonymous namespace)::RmsNormRowCoopKernel<__hip_bfloat16, __hip_bfloat16, __hip_bfloat16>(__hip_bfloat16*, __hip_bfloat16 const*, __hip_bfloat16 const*, __hip_bfloat16*, long, float, bool, vt::cpu::BlockQ8_K*, int, vt::rocm::ActDT, bool)",78,123726176401124,123726176429124,1536,0,40,0,128,256,1,1,27904,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,79,127,"void vt::rocm::(anonymous namespace)::KQuantGemmK<unsigned short, 1>(unsigned short*, unsigned char const*, vt::cpu::BlockQ8_K const*, long, long, long, unsigned long, unsigned long)",79,123726180877208,123726185127591,0,92,184,0,128,32,4,1,7143424,4,1
"KERNEL_DISPATCH","Agent 1",2,2,20,80,125,"void vt::rocm::(anonymous namespace)::KQuantGemmK<unsigned short, 0>(unsigned short*, unsigned char const*, vt::cpu::BlockQ8_K const*, long, long, long, unsigned long, unsigned long)",80,123726185385822,123726186968710,0,56,184,0,128,32,4,1,3571712,4,1
"KERNEL_DISPATCH","Agent 1",2,2,20,81,216,"Cijk_Alik_Bljk_BSS_BH_MT128x32x16_SE_1LDSB0_AMAS0_BL1_BS1_EPS0_GLVWA1_GLVWB1_GRVW1_GSU3_GSUAMB_ISA000_IU1_K1_KLS_LBSPPA0_LBSPPB0_LPA0_LPB0_LRVW1_MIAV0_MMFSC_NLCA1_NLCB1_PGR0_PLR1_SIA1_SS0_SU32_SUM0_SUS256_SVW4_TT8_2_TLDS0_UMLDSA0_UMLDSB0_USFGROn1_VAW1_VSn1_VW1_VWB1_WSGRA0_WSGRB0_WS64_WG16_16_1_WGM8",81,123726306910446,123726307202327,5120,0,96,0,128,256,1,1,256,12,1
"KERNEL_DISPATCH","Agent 1",2,2,20,82,191,"Cijk_S_PostGSU3",82,123726307216687,123726307221087,0,0,16,0,128,256,1,1,3584,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,83,216,"Cijk_Alik_Bljk_BSS_BH_MT128x32x16_SE_1LDSB0_AMAS0_BL1_BS1_EPS0_GLVWA1_GLVWB1_GRVW1_GSU3_GSUAMB_ISA000_IU1_K1_KLS_LBSPPA0_LBSPPB0_LPA0_LPB0_LRVW1_MIAV0_MMFSC_NLCA1_NLCB1_PGR0_PLR1_SIA1_SS0_SU32_SUM0_SUS256_SVW4_TT8_2_TLDS0_UMLDSA0_UMLDSB0_USFGROn1_VAW1_VSn1_VW1_VWB1_WSGRA0_WSGRB0_WS64_WG16_16_1_WGM8",83,123726307263767,123726307463048,5120,0,96,0,128,256,1,1,256,12,1
"KERNEL_DISPATCH","Agent 1",2,2,20,84,191,"Cijk_S_PostGSU3",84,123726307468168,123726307471248,0,0,16,0,128,256,1,1,3584,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,85,227,"void vt::rocm::(anonymous namespace)::GdnStateGatherK<__hip_bfloat16>(float*, __hip_bfloat16 const*, int const*, signed char const*, int const*, long, long, long, long)",85,123726307710719,123726307717679,0,0,24,0,128,256,1,1,24576,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,86,237,"void vt::rocm::(anonymous namespace)::CausalConv1dFwdK<__hip_bfloat16, __hip_bfloat16, signed char>(__hip_bfloat16*, __hip_bfloat16 const*, __hip_bfloat16 const*, __hip_bfloat16 const*, float*, int const*, signed char const*, long, long, long, bool, int const*, int const*)",86,123726309510889,123726309544489,0,0,24,0,128,256,1,1,8192,14,1
"KERNEL_DISPATCH","Agent 1",2,2,20,87,224,"void vt::rocm::(anonymous namespace)::GdnStateScatterK<__hip_bfloat16>(__hip_bfloat16*, float const*, int const*, long, long, long, long)",87,123726309550369,123726309555209,0,0,24,0,128,256,1,1,24576,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,88,5,"__amd_rocclr_copyBuffer",88,123726309560409,123726309563889,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,89,5,"__amd_rocclr_copyBuffer",89,123726309568769,123726309573409,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,90,253,"void vt::rocm::(anonymous namespace)::GdnPostConvWarpK<__hip_bfloat16, __hip_bfloat16, float>(__hip_bfloat16*, __hip_bfloat16*, __hip_bfloat16*, float*, float*, __hip_bfloat16 const*, float const*, float const*, float const*, float const*, long, long, long, long, long, long, long, float, long, long)",90,123726313013508,123726313030068,0,0,32,0,128,256,1,1,171008,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,91,225,"void vt::rocm::(anonymous namespace)::GdnStateGatherK<float>(float*, float const*, int const*, signed char const*, int const*, long, long, long, long)",91,123726313035828,123726313051908,0,0,24,0,128,256,1,1,524288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,92,282,"void vt::rocm::(anonymous namespace)::GdnScanCoopSplitK<__hip_bfloat16, __hip_bfloat16, float>(__hip_bfloat16*, __hip_bfloat16 const*, __hip_bfloat16 const*, __hip_bfloat16 const*, float const*, float const*, float*, int const*, int const*, long, long, long, long, long, float, int)",92,123726318263996,123726319392242,0,0,56,0,128,256,1,1,32768,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,93,222,"void vt::rocm::(anonymous namespace)::GdnStateScatterK<float>(float*, float const*, int const*, long, long, long, long)",93,123726319402722,123726319417002,0,0,24,0,128,256,1,1,524288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,94,5,"__amd_rocclr_copyBuffer",94,123726319421482,123726319426082,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,95,314,"void vt::rocm::(anonymous namespace)::RmsNormGatedCoopK<__hip_bfloat16, __hip_bfloat16>(__hip_bfloat16*, __hip_bfloat16 const*, __hip_bfloat16 const*, __hip_bfloat16 const*, long, long, long, long, float, bool)",95,123726319786664,123726319809184,512,0,24,0,128,256,1,1,892928,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,96,519,"Cijk_Alik_Bljk_BBS_BH_MT64x64x32_MI16x16x16x1_SN_1LDSB1_AMAS0_BL1_BS1_EPS1_GLVWA8_GLVWB8_GRVW8_GSU1_GSUASB_ISA1100_IU2_K1_KLA_LBSPPA128_LBSPPB128_LPA8_LPB8_LRVW16_MIAV1_MMFGLC_NLCA1_NLCB1_PGR1_PLR1_SIA2_SS1_SU0_SUM0_SUS0_SVW1_TT2_32_TLDS1_UMLDSA1_UMLDSB1_USFGROn1_VAW1_VSn1_VW1_VWB2_WSGRA1_WSGRB1_WS32_WG32_4_1_WGM8",96,123726388624848,123726388718808,9216,0,128,0,128,128,1,1,5120,2,1
"KERNEL_DISPATCH","Agent 1",2,2,20,97,5,"__amd_rocclr_copyBuffer",97,123726388725048,123726388729368,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,98,97,"void vt::rocm::(anonymous namespace)::RmsNormRowCoopKernel<__hip_bfloat16, __hip_bfloat16, __hip_bfloat16>(__hip_bfloat16*, __hip_bfloat16 const*, __hip_bfloat16 const*, __hip_bfloat16*, long, float, bool, vt::cpu::BlockQ8_K*, int, vt::rocm::ActDT, bool)",98,123726388734208,123726388765008,1536,0,40,0,128,256,1,1,27904,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,99,125,"void vt::rocm::(anonymous namespace)::KQuantGemmK<unsigned short, 0>(unsigned short*, unsigned char const*, vt::cpu::BlockQ8_K const*, long, long, long, unsigned long, unsigned long)",99,123726389953724,123726399783257,0,56,184,0,128,32,4,1,16072704,4,1
"KERNEL_DISPATCH","Agent 1",2,2,20,100,56,"void vt::rocm::(anonymous namespace)::SiluMulK<__hip_bfloat16, __hip_bfloat16>(__hip_bfloat16*, __hip_bfloat16 const*, long, long)",100,123726399788577,123726399804937,0,0,16,0,128,256,1,1,1004544,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,101,119,"vt::rocm::(anonymous namespace)::QuantizeQ8KK(vt::cpu::BlockQ8_K*, void const*, vt::rocm::ActDT, long, long, long)",101,123726400537951,123726400559591,0,0,40,0,128,128,1,1,3968,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,102,134,"void vt::rocm::(anonymous namespace)::KQuantGemmK<unsigned short, 2>(unsigned short*, unsigned char const*, vt::cpu::BlockQ8_K const*, long, long, long, unsigned long, unsigned long)",102,123726400865473,123726407800510,0,272,104,0,128,32,4,1,2232320,4,1
"KERNEL_DISPATCH","Agent 1",2,2,20,103,5,"__amd_rocclr_copyBuffer",103,123726407805790,123726407809030,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,104,97,"void vt::rocm::(anonymous namespace)::RmsNormRowCoopKernel<__hip_bfloat16, __hip_bfloat16, __hip_bfloat16>(__hip_bfloat16*, __hip_bfloat16 const*, __hip_bfloat16 const*, __hip_bfloat16*, long, float, bool, vt::cpu::BlockQ8_K*, int, vt::rocm::ActDT, bool)",104,123726407812870,123726407830750,1536,0,40,0,128,256,1,1,27904,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,105,127,"void vt::rocm::(anonymous namespace)::KQuantGemmK<unsigned short, 1>(unsigned short*, unsigned char const*, vt::cpu::BlockQ8_K const*, long, long, long, unsigned long, unsigned long)",105,123726408380583,123726411411079,0,92,184,0,128,32,4,1,7143424,4,1
"KERNEL_DISPATCH","Agent 1",2,2,20,106,125,"void vt::rocm::(anonymous namespace)::KQuantGemmK<unsigned short, 0>(unsigned short*, unsigned char const*, vt::cpu::BlockQ8_K const*, long, long, long, unsigned long, unsigned long)",106,123726411656341,123726412919667,0,56,184,0,128,32,4,1,3571712,4,1
"KERNEL_DISPATCH","Agent 1",2,2,20,107,216,"Cijk_Alik_Bljk_BSS_BH_MT128x32x16_SE_1LDSB0_AMAS0_BL1_BS1_EPS0_GLVWA1_GLVWB1_GRVW1_GSU3_GSUAMB_ISA000_IU1_K1_KLS_LBSPPA0_LBSPPB0_LPA0_LPB0_LRVW1_MIAV0_MMFSC_NLCA1_NLCB1_PGR0_PLR1_SIA1_SS0_SU32_SUM0_SUS256_SVW4_TT8_2_TLDS0_UMLDSA0_UMLDSB0_USFGROn1_VAW1_VSn1_VW1_VWB1_WSGRA0_WSGRB0_WS64_WG16_16_1_WGM8",107,123726412941627,123726413036668,5120,0,96,0,128,256,1,1,256,12,1
"KERNEL_DISPATCH","Agent 1",2,2,20,108,191,"Cijk_S_PostGSU3",108,123726413041308,123726413044028,0,0,16,0,128,256,1,1,3584,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,109,216,"Cijk_Alik_Bljk_BSS_BH_MT128x32x16_SE_1LDSB0_AMAS0_BL1_BS1_EPS0_GLVWA1_GLVWB1_GRVW1_GSU3_GSUAMB_ISA000_IU1_K1_KLS_LBSPPA0_LBSPPB0_LPA0_LPB0_LRVW1_MIAV0_MMFSC_NLCA1_NLCB1_PGR0_PLR1_SIA1_SS0_SU32_SUM0_SUS256_SVW4_TT8_2_TLDS0_UMLDSA0_UMLDSB0_USFGROn1_VAW1_VSn1_VW1_VWB1_WSGRA0_WSGRB0_WS64_WG16_16_1_WGM8",109,123726413064788,123726413157629,5120,0,96,0,128,256,1,1,256,12,1
"KERNEL_DISPATCH","Agent 1",2,2,20,117,225,"void vt::rocm::(anonymous namespace)::GdnStateGatherK<float>(float*, float const*, int const*, signed char const*, int const*, long, long, long, long)",117,123726413238509,123726413246909,0,0,24,0,128,256,1,1,524288,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,112,237,"void vt::rocm::(anonymous namespace)::CausalConv1dFwdK<__hip_bfloat16, __hip_bfloat16, signed char>(__hip_bfloat16*, __hip_bfloat16 const*, __hip_bfloat16 const*, __hip_bfloat16 const*, float*, int const*, signed char const*, long, long, long, bool, int const*, int const*)",112,123726413187949,123726413206029,0,0,24,0,128,256,1,1,8192,14,1
"KERNEL_DISPATCH","Agent 1",2,2,20,113,224,"void vt::rocm::(anonymous namespace)::GdnStateScatterK<__hip_bfloat16>(__hip_bfloat16*, float const*, int const*, long, long, long, long)",113,123726413209349,123726413212469,0,0,24,0,128,256,1,1,24576,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,114,5,"__amd_rocclr_copyBuffer",114,123726413215909,123726413218469,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,110,191,"Cijk_S_PostGSU3",110,123726413161029,123726413163069,0,0,16,0,128,256,1,1,3584,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,115,5,"__amd_rocclr_copyBuffer",115,123726413221709,123726413224029,0,0,16,0,128,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,118,282,"void vt::rocm::(anonymous namespace)::GdnScanCoopSplitK<__hip_bfloat16, __hip_bfloat16, float>(__hip_bfloat16*, __hip_bfloat16 const*, __hip_bfloat16 const*, __hip_bfloat16 const*, float const*, float const*, float*, int const*, int const*, long, long, long, long, long, float, int)",118,123726413250469,123726413795072,0,0,56,0,128,256,1,1,32768,1,1
"KERNEL_DISPATCH","Agent 1",2,2,20,111,227,"void vt::rocm::(anonymous namespace)::GdnStateGatherK<__hip_bfloat16>(float*, __hip_bfloat16 const*, int const*, signed char const*, int const*, long, long, long, long)",111,123726413179949,123726413184149,0,0,24,0,128,256,1,1,24576,1,1
